"Analysis conducted in collaboration with Microsoft Healthcare NeXT researchers: William Weeks, Nancy Morden, Grace Huynh, James Weinstein, Jonathan Larson, Bryan Tower and Care Journey analysts: Stacey Cao and Zach Bredl",,,,,
Hospital Servicing Area,HSA Name,HRR ID,HRR Name,Total Census pop,% Pop > 65 With 2+
14128,IL- SPRINGFIELD,172,IL- SPRINGFIELD,247632,0.057292573
14130,IL- STAUNTON,273,MO- ST LOUIS,11706,0.072399934
14131,IL- STERLING,171,IL- ROCKFORD,50684,0.071989227
14132,IL- STREATOR,170,IL- PEORIA,35136,0.063273803
14134,IL- TAYLORVILLE,172,IL- SPRINGFIELD,21644,0.065957397
14136,IL- URBANA,173,IL- URBANA,238983,0.040473094
14137,IL- VANDALIA,172,IL- SPRINGFIELD,15822,0.061116916
14138,IL- WATSEKA,173,IL- URBANA,20335,0.079712241
14139,IL- WAUKEGAN,451,WI- MILWAUKEE,271299,0.037598288
14140,IL- WEST FRANKFORT,273,MO- ST LOUIS,15315,0.070865205
14141,IL- WINFIELD,166,IL- MELROSE PARK,204776,0.03752736
14143,IL- WOODSTOCK,171,IL- ROCKFORD,35025,0.050467616
14146,IL- EUREKA,170,IL- PEORIA,8631,0.05251362
14147,IL- GENEVA,166,IL- MELROSE PARK,144357,0.036169256
15001,IN- ANDERSON,183,IN- INDIANAPOLIS,175846,0.05647735
15002,IN- ANGOLA,180,IN- FORT WAYNE,32426,0.060863968
15003,IN- AUBURN,180,IN- FORT WAYNE,43293,0.04757346
15004,IN- BATESVILLE,327,OH- CINCINNATI,25112,0.048166867
15005,IN- BEDFORD,183,IN- INDIANAPOLIS,56312,0.066851594
15006,IN- BEECH GROVE,183,IN- INDIANAPOLIS,206660,0.050222263
15007,IN- BLOOMINGTON,183,IN- INDIANAPOLIS,180134,0.040286339
15008,IN- BLUFFTON,180,IN- FORT WAYNE,27587,0.065104006
15009,IN- BOONVILLE,179,IN- EVANSVILLE,14163,0.069703356
15010,IN- BRAZIL,183,IN- INDIANAPOLIS,22987,0.074514487
15011,IN- BREMEN,187,IN- SOUTH BEND,10308,0.041402245
15012,IN- CHARLESTOWN,205,KY- LOUISVILLE,17908,0.04175693
15013,IN- CLINTON,188,IN- TERRE HAUTE,26668,0.075410303
15014,IN- COLUMBIA CITY,180,IN- FORT WAYNE,33079,0.056751094
15015,IN- COLUMBUS,183,IN- INDIANAPOLIS,85021,0.053975719
15016,IN- CONNERSVILLE,183,IN- INDIANAPOLIS,25989,0.075167927
15017,IN- CORYDON,205,KY- LOUISVILLE,37362,0.064505803
15018,IN- CRAWFORDSVILLE,183,IN- INDIANAPOLIS,40193,0.060092783
15019,IN- CROWN POINT,181,IN- GARY,111681,0.056871888
15020,IN- DANVILLE,183,IN- INDIANAPOLIS,103014,0.045558815
15021,IN- DECATUR,180,IN- FORT WAYNE,34381,0.046007553
15022,IN- DYER,186,IN- MUNSTER,60607,0.06082437
15023,IN- EAST CHICAGO,186,IN- MUNSTER,28728,0.063244143
15024,IN- ELKHART,187,IN- SOUTH BEND,127863,0.052009097
15025,IN- ELWOOD,183,IN- INDIANAPOLIS,11829,0.072224861
15026,IN- EVANSVILLE,179,IN- EVANSVILLE,291753,0.052380085
15027,IN- FORT WAYNE,180,IN- FORT WAYNE,389937,0.045788553
15028,IN- FRANKFORT,183,IN- INDIANAPOLIS,26408,0.054516429
15029,IN- FRANKLIN,183,IN- INDIANAPOLIS,69033,0.055991732
15030,IN- GARY,181,IN- GARY,200755,0.069947486
15031,IN- GOSHEN,187,IN- SOUTH BEND,112125,0.042052654
15032,IN- GREENCASTLE,183,IN- INDIANAPOLIS,34590,0.060720004
15033,IN- GREENFIELD,183,IN- INDIANAPOLIS,57054,0.061241682
15034,IN- GREENSBURG,183,IN- INDIANAPOLIS,22505,0.052043358
15035,IN- HAMMOND,186,IN- MUNSTER,88411,0.053122383
15036,IN- HARTFORD CITY,185,IN- MUNCIE,12337,0.076374377
15037,IN- HUNTINGBURG,179,IN- EVANSVILLE,34099,0.049838455
15038,IN- HUNTINGTON,180,IN- FORT WAYNE,28761,0.059716137
15039,IN- INDIANAPOLIS,183,IN- INDIANAPOLIS,1117649,0.041310594
15040,IN- JASPER,179,IN- EVANSVILLE,35022,0.050641111
15041,IN- JEFFERSONVILLE,205,KY- LOUISVILLE,95119,0.060020352
15042,IN- KENDALLVILLE,180,IN- FORT WAYNE,23327,0.060773606
15043,IN- KNOX,181,IN- GARY,18032,0.0626283
15044,IN- KOKOMO,183,IN- INDIANAPOLIS,102408,0.071239433
15045,IN- LAFAYETTE,184,IN- LAFAYETTE,233126,0.044287724
15046,IN- LAGRANGE,180,IN- FORT WAYNE,28928,0.044259119
15047,IN- LAPORTE,187,IN- SOUTH BEND,67590,0.059034693
15048,IN- LAWRENCEBURG,327,OH- CINCINNATI,52895,0.055049907
15049,IN- LEBANON,183,IN- INDIANAPOLIS,28733,0.064962548
15050,IN- LINTON,183,IN- INDIANAPOLIS,14016,0.072761127
15051,IN- LOGANSPORT,183,IN- INDIANAPOLIS,33420,0.067014002
15052,IN- MADISON,205,KY- LOUISVILLE,53517,0.061394914
15053,IN- MARION,183,IN- INDIANAPOLIS,75327,0.073242918
15054,IN- MARTINSVILLE,183,IN- INDIANAPOLIS,38566,0.05980893
15055,IN- MICHIGAN CITY,181,IN- GARY,52125,0.065394513
15056,IN- MONTICELLO,183,IN- INDIANAPOLIS,18580,0.082088856
15057,IN- MUNCIE,185,IN- MUNCIE,140882,0.066999783
15058,IN- MUNSTER,186,IN- MUNSTER,137407,0.063035567
15059,IN- NEW ALBANY,205,KY- LOUISVILLE,88044,0.054960507
15060,IN- NEW CASTLE,183,IN- INDIANAPOLIS,34844,0.063026174
15061,IN- NOBLESVILLE,183,IN- INDIANAPOLIS,123348,0.036943044
15062,IN- NORTH VERNON,183,IN- INDIANAPOLIS,24467,0.056506159
15064,IN- PAOLI,205,KY- LOUISVILLE,14041,0.063206906
15065,IN- PERU,183,IN- INDIANAPOLIS,25471,0.0701317
15066,IN- PLYMOUTH,187,IN- SOUTH BEND,32888,0.062246653
15067,IN- PORTLAND,180,IN- FORT WAYNE,16192,0.055669642
15068,IN- PRINCETON,179,IN- EVANSVILLE,14875,0.060166155
15069,IN- RENSSELAER,184,IN- LAFAYETTE,16297,0.051499224
15070,IN- RICHMOND,183,IN- INDIANAPOLIS,82176,0.075125004
15071,IN- ROCHESTER,187,IN- SOUTH BEND,23484,0.059561309
15072,IN- RUSHVILLE,183,IN- INDIANAPOLIS,14203,0.063802953
15073,IN- SALEM,205,KY- LOUISVILLE,25924,0.064024528
15074,IN- SEYMOUR,183,IN- INDIANAPOLIS,45995,0.056402312
15075,IN- SHELBYVILLE,183,IN- INDIANAPOLIS,33789,0.062212989
15076,IN- SOUTH BEND,187,IN- SOUTH BEND,256771,0.047438043
15077,IN- SULLIVAN,188,IN- TERRE HAUTE,20794,0.07096397
15078,IN- TELL CITY,179,IN- EVANSVILLE,18821,0.053145038
15079,IN- TERRE HAUTE,188,IN- TERRE HAUTE,130582,0.064715213
15080,IN- TIPTON,183,IN- INDIANAPOLIS,13746,0.069483097
15082,IN- VALPARAISO,181,IN- GARY,130281,0.053121787
15083,IN- VINCENNES,179,IN- EVANSVILLE,46969,0.062514299
15084,IN- WABASH,180,IN- FORT WAYNE,30019,0.070872804
15085,IN- WARSAW,180,IN- FORT WAYNE,57816,0.053464536
15086,IN- WASHINGTON,179,IN- EVANSVILLE,30527,0.05830294
15087,IN- WILLIAMSPORT,184,IN- LAFAYETTE,4996,0.074259532
15088,IN- WINAMAC,183,IN- INDIANAPOLIS,14925,0.06840039
15089,IN- WINCHESTER,185,IN- MUNCIE,8207,0.084446976
15091,IN- MISHAWAKA,187,IN- SOUTH BEND,31593,0.05138039
15093,IN- SCOTTSBURG,205,KY- LOUISVILLE,21685,0.072920149
16001,IA- ALBIA,192,IA- DES MOINES,5984,0.048268586
16002,IA- ALGONA,195,IA- MASON CITY,10162,0.060487635
16003,IA- AMES,192,IA- DES MOINES,95125,0.033276823
16005,IA- ATLANTIC,278,NE- OMAHA,15413,0.064272409
16006,IA- AUDUBON,192,IA- DES MOINES,5027,0.065206695
16008,IA- BLOOMFIELD,192,IA- DES MOINES,10297,0.053989158
16009,IA- BOONE,192,IA- DES MOINES,21196,0.05497004
16010,IA- BRITT,195,IA- MASON CITY,2717,0.082743181
16011,IA- BURLINGTON,191,IA- DAVENPORT,53500,0.060248101
16012,IA- CARROLL,192,IA- DES MOINES,19282,0.055207004
16013,IA- CEDAR FALLS,197,IA- WATERLOO,45931,0.03768096
16014,IA- CEDAR RAPIDS,190,IA- CEDAR RAPIDS,287537,0.049747644
16015,IA- CENTERVILLE,192,IA- DES MOINES,12551,0.079137573
16017,IA- CHARLES CITY,253,MN- ROCHESTER,14543,0.06456928
16018,IA- CHEROKEE,196,IA- SIOUX CITY,10245,0.07803615
16019,IA- CLARINDA,278,NE- OMAHA,8320,0.065855529
16020,IA- CLARION,195,IA- MASON CITY,4244,0.078017546
16021,IA- CLINTON,191,IA- DAVENPORT,49746,0.081001115
16022,IA- CORNING,192,IA- DES MOINES,7257,0.068261552
16023,IA- CORYDON,192,IA- DES MOINES,7027,0.071887146
16024,IA- COUNCIL BLUFFS,278,NE- OMAHA,101429,0.056140068
16025,IA- CRESCO,253,MN- ROCHESTER,7378,0.05689253
16026,IA- CRESTON,192,IA- DES MOINES,12231,0.054377797
16027,IA- DAVENPORT,191,IA- DAVENPORT,186231,0.048695168
16029,IA- DECORAH,448,WI- LA CROSSE,19947,0.046652543
16030,IA- DENISON,278,NE- OMAHA,14704,0.046521169
16031,IA- DES MOINES,192,IA- DES MOINES,665478,0.036386459
16032,IA- DUBUQUE,193,IA- DUBUQUE,137837,0.048626818
16033,IA- ELDORA,192,IA- DES MOINES,3272,0.059411331
16034,IA- ELKADER,190,IA- CEDAR RAPIDS,2864,0.065169314
16035,IA- EMMETSBURG,195,IA- MASON CITY,6781,0.074914365
16036,IA- ESTHERVILLE,371,SD- SIOUX FALLS,11368,0.059236628
16037,IA- FAIRFIELD,194,IA- IOWA CITY,19890,0.044093035
16039,IA- FORT DODGE,192,IA- DES MOINES,45403,0.056309221
16040,IA- FORT MADISON,194,IA- IOWA CITY,18160,0.056876107
16041,IA- GREENFIELD,192,IA- DES MOINES,4006,0.06204279
16042,IA- GRINNELL,192,IA- DES MOINES,24238,0.0488318
16044,IA- GUTHRIE CENTER,192,IA- DES MOINES,2683,0.053886811
16045,IA- GUTTENBERG,193,IA- DUBUQUE,5051,0.060298367
16046,IA- HAMBURG,278,NE- OMAHA,6022,0.07546057
16047,IA- HAMPTON,195,IA- MASON CITY,5776,0.064828577
16048,IA- HARLAN,278,NE- OMAHA,12209,0.071948711
16050,IA- HAWARDEN,371,SD- SIOUX FALLS,3124,0.056832779
16051,IA- HUMBOLDT,192,IA- DES MOINES,6711,0.073022707
16052,IA- IDA GROVE,196,IA- SIOUX CITY,5748,0.069176162
16053,IA- INDEPENDENCE,197,IA- WATERLOO,10670,0.058020738
16054,IA- IOWA CITY,194,IA- IOWA CITY,195796,0.032207078
16055,IA- IOWA FALLS,192,IA- DES MOINES,8631,0.067601171
16056,IA- JEFFERSON,192,IA- DES MOINES,8541,0.068398808
16057,IA- KEOKUK,194,IA- IOWA CITY,21832,0.068875003
16058,IA- KEOSAUQUA,194,IA- IOWA CITY,5896,0.063190227
16059,IA- KNOXVILLE,192,IA- DES MOINES,13690,0.062533881
16060,IA- LAKE CITY,192,IA- DES MOINES,11976,0.067150695
16061,IA- LE MARS,196,IA- SIOUX CITY,16227,0.063687414
16062,IA- LEON,192,IA- DES MOINES,6647,0.045498033
16063,IA- MANCHESTER,190,IA- CEDAR RAPIDS,17327,0.054439764
16064,IA- MANNING,278,NE- OMAHA,3960,0.05929248
16065,IA- MAQUOKETA,191,IA- DAVENPORT,12084,0.069802513
16067,IA- MARSHALLTOWN,192,IA- DES MOINES,53388,0.057602766
16068,IA- MASON CITY,195,IA- MASON CITY,87106,0.068194228
16069,IA- MISSOURI VALLEY,278,NE- OMAHA,13576,0.068425453
16072,IA- MOUNT PLEASANT,194,IA- IOWA CITY,13111,0.050170358
16073,IA- MUSCATINE,194,IA- IOWA CITY,34703,0.05715273
16075,IA- NEW HAMPTON,253,MN- ROCHESTER,10983,0.056411685
16076,IA- NEWTON,192,IA- DES MOINES,21325,0.055337475
16077,IA- OELWEIN,197,IA- WATERLOO,10174,0.067523149
16078,IA- ONAWA,278,NE- OMAHA,9473,0.070828868
16079,IA- ORANGE CITY,196,IA- SIOUX CITY,11881,0.03276661
16080,IA- OSAGE,195,IA- MASON CITY,11410,0.060946371
16081,IA- OSCEOLA,192,IA- DES MOINES,8220,0.047596267
16082,IA- OSKALOOSA,192,IA- DES MOINES,18538,0.049280203
16083,IA- OTTUMWA,194,IA- IOWA CITY,37233,0.060587147
16084,IA- PELLA,192,IA- DES MOINES,15955,0.037009414
16085,IA- PERRY,192,IA- DES MOINES,9129,0.046138808
16086,IA- POCAHONTAS,192,IA- DES MOINES,4379,0.073980347
16088,IA- PRIMGHAR,196,IA- SIOUX CITY,4190,0.073699896
16089,IA- RED OAK,278,NE- OMAHA,12269,0.067404488
16091,IA- ROCK VALLEY,371,SD- SIOUX FALLS,5182,0.036864751
16092,IA- SAC CITY,196,IA- SIOUX CITY,3547,0.067520237
16093,IA- SHELDON,196,IA- SIOUX CITY,9135,0.051712823
16094,IA- SHENANDOAH,278,NE- OMAHA,9146,0.077986105
16095,IA- SIBLEY,371,SD- SIOUX FALLS,5380,0.07613055
16097,IA- SIOUX CENTER,196,IA- SIOUX CITY,8532,0.043147422
16098,IA- SIOUX CITY,196,IA- SIOUX CITY,155874,0.046316719
16099,IA- SPENCER,371,SD- SIOUX FALLS,22428,0.065693805
16100,IA- SPIRIT LAKE,371,SD- SIOUX FALLS,16346,0.071330251
16101,IA- STORM LAKE,196,IA- SIOUX CITY,22159,0.040625998
16103,IA- SUMNER,197,IA- WATERLOO,3507,0.066110191
16105,IA- WASHINGTON,194,IA- IOWA CITY,10484,0.062715242
16106,IA- WATERLOO,197,IA- WATERLOO,128027,0.054340181
16107,IA- WAUKON,448,WI- LA CROSSE,5901,0.06753261
16108,IA- WAVERLY,197,IA- WATERLOO,17809,0.051920176
16109,IA- WEBSTER CITY,192,IA- DES MOINES,11603,0.071737636
16110,IA- WEST UNION,448,WI- LA CROSSE,10182,0.059615171
17001,KS- ABILENE,200,KS- TOPEKA,13684,0.055071341
17002,KS- ANTHONY,201,KS- WICHITA,2922,0.076208511
17003,KS- ARKANSAS CITY,201,KS- WICHITA,16313,0.056933396
17004,KS- ASHLAND,201,KS- WICHITA,867,0.064098908
17005,KS- ATCHISON,268,MO- KANSAS CITY,17114,0.051902811
17007,KS- ATWOOD,103,CO- DENVER,1912,0.084305487
17010,KS- BELLEVILLE,201,KS- WICHITA,5376,0.067544861
17011,KS- BELOIT,201,KS- WICHITA,9462,0.075440101
17012,KS- BURLINGTON,200,KS- TOPEKA,4824,0.054817
17013,KS- CALDWELL,201,KS- WICHITA,1484,0.069163946
17014,KS- CEDAR VALE,201,KS- WICHITA,877,0.049576124
17015,KS- CHANUTE,201,KS- WICHITA,15183,0.066415796
17016,KS- CLAY CENTER,200,KS- TOPEKA,9489,0.067320605
17017,KS- COFFEYVILLE,340,OK- TULSA,16532,0.060906278
17018,KS- COLBY,103,CO- DENVER,8686,0.051748439
17019,KS- COLDWATER,201,KS- WICHITA,1789,0.071153481
17021,KS- CONCORDIA,201,KS- WICHITA,8685,0.054675236
17022,KS- COUNCIL GROVE,200,KS- TOPEKA,5738,0.060650767
17023,KS- DIGHTON,201,KS- WICHITA,1340,0.07888994
17024,KS- DODGE CITY,201,KS- WICHITA,39748,0.043217383
17025,KS- EL DORADO,201,KS- WICHITA,21046,0.054864689
17026,KS- ELKHART,383,TX- AMARILLO,3377,0.056279073
17027,KS- ELLINWOOD,201,KS- WICHITA,2929,0.075406036
17028,KS- ELLSWORTH,201,KS- WICHITA,7077,0.065126431
17029,KS- EMPORIA,200,KS- TOPEKA,40794,0.047766066
17030,KS- EUREKA,201,KS- WICHITA,6153,0.08405664
17031,KS- FORT SCOTT,267,MO- JOPLIN,22311,0.067146148
17032,KS- FREDONIA,201,KS- WICHITA,4923,0.085571931
17033,KS- GARDEN CITY,201,KS- WICHITA,36917,0.036901638
17034,KS- GARNETT,268,MO- KANSAS CITY,6846,0.076944559
17035,KS- GIRARD,267,MO- JOPLIN,4853,0.058425718
17036,KS- GOODLAND,103,CO- DENVER,5952,0.05869646
17037,KS- GREAT BEND,201,KS- WICHITA,28401,0.063963025
17038,KS- GREENSBURG,201,KS- WICHITA,2632,0.056326895
17039,KS- HALSTEAD,201,KS- WICHITA,4884,0.052076856
17040,KS- HANOVER,277,NE- LINCOLN,991,0.085140966
17041,KS- HARPER,201,KS- WICHITA,2769,0.060339436
17042,KS- HAYS,201,KS- WICHITA,32656,0.0537421
17043,KS- HERINGTON,201,KS- WICHITA,4733,0.065899942
17044,KS- HIAWATHA,200,KS- TOPEKA,7641,0.060785632
17045,KS- HILL CITY,201,KS- WICHITA,3866,0.08695254
17046,KS- HILLSBORO,201,KS- WICHITA,4748,0.057352083
17047,KS- HOISINGTON,201,KS- WICHITA,3815,0.058442774
17049,KS- HORTON,268,MO- KANSAS CITY,2725,0.07864693
17050,KS- HOXIE,201,KS- WICHITA,2192,0.0881958
17051,KS- HUGOTON,201,KS- WICHITA,5116,0.043153503
17052,KS- HUTCHINSON,201,KS- WICHITA,65683,0.067991878
17053,KS- INDEPENDENCE,201,KS- WICHITA,18208,0.063373304
17054,KS- IOLA,201,KS- WICHITA,14323,0.062886064
17055,KS- JETMORE,201,KS- WICHITA,1736,0.082756221
17056,KS- JOHNSON,201,KS- WICHITA,2125,0.054290181
17057,KS- JUNCTION CITY,200,KS- TOPEKA,45403,0.01981768
17058,KS- KANSAS CITY,268,MO- KANSAS CITY,186327,0.046957367
17059,KS- KINGMAN,201,KS- WICHITA,4934,0.087832263
17060,KS- KINSLEY,201,KS- WICHITA,2697,0.062534105
17061,KS- KIOWA,201,KS- WICHITA,1580,0.066249312
17062,KS- LA CROSSE,201,KS- WICHITA,2191,0.100235379
17063,KS- LAKIN,201,KS- WICHITA,3759,0.043767751
17064,KS- LAWRENCE,268,MO- KANSAS CITY,121240,0.026810708
17065,KS- LEAVENWORTH,268,MO- KANSAS CITY,54916,0.043664051
17066,KS- LEOTI,201,KS- WICHITA,1886,0.054506276
17067,KS- LIBERAL,201,KS- WICHITA,28914,0.03453125
17068,KS- LINCOLN,201,KS- WICHITA,2537,0.073300295
17069,KS- LINDSBORG,201,KS- WICHITA,5593,0.050317383
17070,KS- LYONS,201,KS- WICHITA,8897,0.054135826
17071,KS- MANHATTAN,200,KS- TOPEKA,72544,0.028046108
17073,KS- MARION,201,KS- WICHITA,3890,0.083441732
17074,KS- MARYSVILLE,277,NE- LINCOLN,8344,0.062792233
17075,KS- MCPHERSON,201,KS- WICHITA,18995,0.049730218
17076,KS- MEADE,201,KS- WICHITA,3441,0.050213249
17077,KS- MEDICINE LODGE,201,KS- WICHITA,3562,0.074805804
17078,KS- MINNEAPOLIS,201,KS- WICHITA,4301,0.049077562
17079,KS- MINNEOLA,201,KS- WICHITA,3619,0.058349731
17080,KS- MOUNDRIDGE,201,KS- WICHITA,2714,0.082284781
17081,KS- NEODESHA,201,KS- WICHITA,3319,0.090776522
17082,KS- NESS CITY,201,KS- WICHITA,2235,0.103538215
17083,KS- NEWTON,201,KS- WICHITA,33250,0.063279488
17084,KS- NORTON,201,KS- WICHITA,5029,0.055198638
17085,KS- OAKLEY,201,KS- WICHITA,2196,0.077226985
17086,KS- OBERLIN,103,CO- DENVER,3361,0.073567959
17087,KS- OLATHE,268,MO- KANSAS CITY,236883,0.032884764
17088,KS- ONAGA,200,KS- TOPEKA,4924,0.055476419
17089,KS- OSBORNE,201,KS- WICHITA,1781,0.087536701
17091,KS- OTTAWA,268,MO- KANSAS CITY,19961,0.061402074
17094,KS- PARSONS,201,KS- WICHITA,23248,0.057282381
17095,KS- PHILLIPSBURG,201,KS- WICHITA,4700,0.071888066
17096,KS- PITTSBURG,267,MO- JOPLIN,34813,0.055797837
17097,KS- PLAINVILLE,201,KS- WICHITA,2584,0.071309913
17098,KS- PRATT,201,KS- WICHITA,10222,0.068987668
17099,KS- QUINTER,201,KS- WICHITA,2925,0.104704117
17100,KS- RANSOM,201,KS- WICHITA,897,0.077265364
17101,KS- RUSSELL,201,KS- WICHITA,5768,0.085845745
17102,KS- SABETHA,200,KS- TOPEKA,5141,0.053578455
17103,KS- SALINA,201,KS- WICHITA,59802,0.046533637
17104,KS- SATANTA,201,KS- WICHITA,3808,0.04426246
17105,KS- SCOTT CITY,201,KS- WICHITA,5714,0.054309093
17106,KS- SEDAN,340,OK- TULSA,2186,0.090639817
17107,KS- SENECA,200,KS- TOPEKA,4916,0.061075402
17108,KS- SHAWNEE MISSION,268,MO- KANSAS CITY,222518,0.044453244
17109,KS- SMITH CENTER,201,KS- WICHITA,4228,0.078093266
17111,KS- ST FRANCIS,103,CO- DENVER,2671,0.060675717
17113,KS- STAFFORD,201,KS- WICHITA,3941,0.062032232
17114,KS- SYRACUSE,201,KS- WICHITA,2697,0.044295936
17115,KS- TOPEKA,200,KS- TOPEKA,233906,0.055954768
17116,KS- TRIBUNE,201,KS- WICHITA,2820,0.081034565
17117,KS- ULYSSES,201,KS- WICHITA,7803,0.03897791
17118,KS- WAKEENEY,201,KS- WICHITA,2518,0.087126969
17119,KS- WAMEGO,200,KS- TOPEKA,8553,0.037392136
17120,KS- WASHINGTON,277,NE- LINCOLN,1831,0.06672754
17121,KS- WELLINGTON,201,KS- WICHITA,11444,0.057855267
17122,KS- WESTMORELAND,200,KS- TOPEKA,2762,0.067531456
17123,KS- WICHITA,201,KS- WICHITA,570244,0.045241573
17124,KS- WINCHESTER,200,KS- TOPEKA,1304,0.068927574
17125,KS- WINFIELD,201,KS- WICHITA,17427,0.061013528
18001,KY- ALBANY,205,KY- LOUISVILLE,10182,0.066192945
18002,KY- ASHLAND,444,WV- HUNTINGTON,94417,0.083727598
18003,KY- BARBOURVILLE,204,KY- LEXINGTON,19300,0.081194311
18004,KY- BARDSTOWN,205,KY- LOUISVILLE,33538,0.050817855
18006,KY- BEREA,204,KY- LEXINGTON,33380,0.055095072
18007,KY- BOWLING GREEN,380,TN- NASHVILLE,175800,0.050376279
18008,KY- BURKESVILLE,205,KY- LOUISVILLE,7010,0.085062672
18009,KY- CADIZ,208,KY- PADUCAH,13090,0.084258436
18011,KY- CAMPBELLSVILLE,205,KY- LOUISVILLE,27491,0.073898838
18012,KY- CARLISLE,204,KY- LEXINGTON,7514,0.078346838
18013,KY- CARROLLTON,205,KY- LOUISVILLE,13398,0.073180053
18014,KY- COLUMBIA,205,KY- LOUISVILLE,17409,0.063204981
18015,KY- CORBIN,204,KY- LEXINGTON,80162,0.065794925
18016,KY- COVINGTON,203,KY- COVINGTON,189261,0.045964542
18017,KY- CYNTHIANA,204,KY- LEXINGTON,20270,0.06362031
18018,KY- DANVILLE,204,KY- LEXINGTON,47261,0.060948341
18019,KY- ELIZABETHTOWN,205,KY- LOUISVILLE,153610,0.054455899
18020,KY- FLEMINGSBURG,204,KY- LEXINGTON,12374,0.071512854
18021,KY- FLORENCE,203,KY- COVINGTON,127477,0.044822343
18022,KY- FORT THOMAS,203,KY- COVINGTON,104809,0.050860192
18023,KY- FRANKFORT,204,KY- LEXINGTON,72363,0.066692093
18024,KY- FRANKLIN,380,TN- NASHVILLE,17115,0.058675996
18025,KY- FULTON,208,KY- PADUCAH,8989,0.084108334
18026,KY- GEORGETOWN,204,KY- LEXINGTON,52563,0.036222592
18027,KY- GLASGOW,205,KY- LOUISVILLE,61228,0.064211845
18028,KY- GREENSBURG,205,KY- LOUISVILLE,10306,0.084221106
18029,KY- GREENVILLE,380,TN- NASHVILLE,28191,0.085163962
18030,KY- HARDINSBURG,205,KY- LOUISVILLE,14874,0.06562577
18031,KY- HARLAN,204,KY- LEXINGTON,26995,0.080073557
18032,KY- HARRODSBURG,204,KY- LEXINGTON,22081,0.062029668
18033,KY- HARTFORD,207,KY- OWENSBORO,20078,0.086249907
18034,KY- HAZARD,204,KY- LEXINGTON,42796,0.074633161
18035,KY- HENDERSON,179,IN- EVANSVILLE,55336,0.059847824
18036,KY- HOPKINSVILLE,380,TN- NASHVILLE,67943,0.058071824
18038,KY- HYDEN,204,KY- LEXINGTON,9643,0.08237359
18039,KY- IRVINE,204,KY- LEXINGTON,14451,0.072165903
18040,KY- JENKINS,376,TN- KINGSPORT,5376,0.083958498
18041,KY- LA GRANGE,205,KY- LOUISVILLE,36639,0.04620567
18042,KY- LANCASTER,204,KY- LEXINGTON,14396,0.065884859
18043,KY- LEBANON,205,KY- LOUISVILLE,29341,0.068168031
18044,KY- LEITCHFIELD,205,KY- LOUISVILLE,29883,0.069331616
18045,KY- LEXINGTON,204,KY- LEXINGTON,366801,0.040278655
18047,KY- LONDON,204,KY- LEXINGTON,33617,0.071566359
18048,KY- LOUISA,444,WV- HUNTINGTON,19412,0.078759456
18049,KY- LOUISVILLE,205,KY- LOUISVILLE,930134,0.051483204
18050,KY- MADISONVILLE,208,KY- PADUCAH,54471,0.064624321
18051,KY- MANCHESTER,204,KY- LEXINGTON,20541,0.068041194
18052,KY- MARION,208,KY- PADUCAH,11322,0.079487396
18054,KY- MAYFIELD,208,KY- PADUCAH,27556,0.073214904
18055,KY- MAYSVILLE,204,KY- LEXINGTON,28966,0.071292252
18056,KY- MCDOWELL,204,KY- LEXINGTON,7503,0.078069141
18057,KY- MIDDLESBORO,377,TN- KNOXVILLE,15256,0.08582882
18058,KY- MONTICELLO,204,KY- LEXINGTON,20204,0.064653124
18059,KY- MOREHEAD,204,KY- LEXINGTON,60653,0.070791744
18060,KY- MORGANFIELD,179,IN- EVANSVILLE,15801,0.056315586
18061,KY- MOUNT STERLING,204,KY- LEXINGTON,29411,0.0629009
18062,KY- MOUNT VERNON,204,KY- LEXINGTON,15775,0.062895512
18063,KY- MURRAY,208,KY- PADUCAH,43305,0.062069678
18064,KY- OWENSBORO,207,KY- OWENSBORO,127723,0.069208036
18065,KY- OWENTON,204,KY- LEXINGTON,11350,0.068168596
18066,KY- PADUCAH,208,KY- PADUCAH,148076,0.074398481
18067,KY- PAINTSVILLE,204,KY- LEXINGTON,25675,0.080892363
18068,KY- PARIS,204,KY- LEXINGTON,18929,0.064195681
18069,KY- PIKEVILLE,204,KY- LEXINGTON,45314,0.07683601
18070,KY- PINEVILLE,377,TN- KNOXVILLE,15868,0.073320439
18071,KY- PRESTONSBURG,204,KY- LEXINGTON,51497,0.078339366
18072,KY- PRINCETON,208,KY- PADUCAH,11180,0.063673361
18073,KY- RICHMOND,204,KY- LEXINGTON,66445,0.0500261
18074,KY- RUSSELL SPRINGS,205,KY- LOUISVILLE,19716,0.066310466
18075,KY- RUSSELLVILLE,380,TN- NASHVILLE,22593,0.084760487
18076,KY- SALEM,208,KY- PADUCAH,3271,0.069533617
18078,KY- SHELBYVILLE,205,KY- LOUISVILLE,43863,0.052901318
18079,KY- SOMERSET,204,KY- LEXINGTON,82625,0.068634045
18080,KY- SOUTH WILLIAMSON,204,KY- LEXINGTON,12614,0.082107852
18081,KY- STANFORD,204,KY- LEXINGTON,21485,0.056719524
18082,KY- TOMPKINSVILLE,205,KY- LOUISVILLE,9308,0.074225652
18083,KY- VERSAILLES,204,KY- LEXINGTON,26126,0.053652413
18084,KY- WEST LIBERTY,204,KY- LEXINGTON,12756,0.065076263
18085,KY- WHITESBURG,204,KY- LEXINGTON,19872,0.089946691
